"Action Context","Action Type","Action URL","App Name","App Version","Apple Id Number","Click Target","Client ID","Coming Soon","Consented TV Providers","Content Provider Brand ID","Content Type","Destination URL","Dialog Message Text","Dialog Response","Dialog Response Options","Dialog Subject ID","Dialog Type","Event Time","Event Type","External Reference URL","Feature Title","Hardware Brand","Hardware Family","Hardware Model","IP City","IP Country","IP Latitude","IP Longitude","IP Network","IP Network Type","IP Region","Impressed Content Names","Masked IP Address","Media Id","Media Play Position (MS)","Network Connection Type","Non Consented TV Providers","OS Languages","OS Version","Offer Type","On Web App","Operating System","Opted-in for Personalization","Page History","Page ID","Page Type","Page URL","Referral App Name","Screen Height (Pixels)","Screen Pixel Ratio","Screen Width (Pixels)","Search Term","Sensitive Content Type","Start Type","Store Front Name","Subscribed TV Providers","TV Provider Apps","Tab","Timezone Offset (Minutes)","Type","Upsell State","Upsell Trigger","Upsell Type","Visit ID","Window Inner Height (Pixels)","Window Inner Width (Pixels)","Window Outer Height (Pixels)","Window Outer Width (Pixels)"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:40.257Z","impressions","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,upNextShelf,umc_id,1,2,null,WrappedArray(),Shelf,Up Next,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,tvs.sbd.10000,null,Episode,null,eb91722b-b926-42e3-8ac8-f289eb2af77a,umc.cmc.5vq2fdmn8z6qhpbzf3jcidbtj,umc_id,2,2,1,WrappedArray(1582501958822),lockup,null,null,null,null,null,null,null,null,null,umc.cmr.hu2.ep.1140rx72r0cehzzz8z7h345wt,null,null,null]|[null,null,null,null,null,null,null,edt.col.5c6fac13-1d1e-467a-aa26-ebf632a4b64c,umc_id,3,3,null,WrappedArray(),Shelf,What to Watch,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.2ice8mlcn1zrtxf81e5ktwg8p,umc_id,4,1,3,WrappedArray(1582501958822),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.1nfdfd5zlk05fo1bwwetzldy3,umc_id,5,0,3,WrappedArray(1582501958822),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,tabItemsCollectionId,umc_id,6,1,null,WrappedArray(),Shelf,,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,tvShowTabItem,umc_id,7,1,6,WrappedArray(1582501958822),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,movieTabItem,umc_id,8,0,6,WrappedArray(1582501958822),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,sportsTabItem,umc_id,9,2,6,WrappedArray(1582501958822),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:40.247Z","page","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199|WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","LibraryMain","LibraryMain","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","library","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:37.833Z","page","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","WatchNow_edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:36.091Z","impressions","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,upNextShelf,umc_id,1,2,null,WrappedArray(),Shelf,Up Next,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,tvs.sbd.4000,null,Episode,null,VHRQT0560106,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,2,0,1,WrappedArray(1582501953756),lockup,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.152ewhddozyfs42fz2tlzc5q,null,null,null]|[null,null,null,null,null,null,null,edt.col.5c6fac13-1d1e-467a-aa26-ebf632a4b64c,umc_id,3,3,null,WrappedArray(),Shelf,What to Watch,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.2ice8mlcn1zrtxf81e5ktwg8p,umc_id,4,1,3,WrappedArray(1582501953756),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.1nfdfd5zlk05fo1bwwetzldy3,umc_id,5,0,3,WrappedArray(1582501953756),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,tabItemsCollectionId,umc_id,6,1,null,WrappedArray(),Shelf,,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,tvShowTabItem,umc_id,7,1,6,WrappedArray(1582501953756),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,movieTabItem,umc_id,8,0,6,WrappedArray(1582501953756),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,TabItem,null,null,sportsTabItem,umc_id,9,2,6,WrappedArray(1582501953756),tabItems,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","play","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","Apple TV+","Episode","","","","","","","2020-02-23T23:52:35.585Z","media","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","umc.cmc.3g1mczg6brq5iifcrw6jyfzgh","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","play","","Apple TV App","1","405952270","umc.cmc.3g1mczg6brq5iifcrw6jyfzgh","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Prime Video|Tubi TV","Apple TV+","Episode","","","","","","","2020-02-23T23:52:35.511Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,uts.col.search.SH,umc_id,1,1,null,WrappedArray(),Shelf,TV Shows,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.4ktiizl1jb6dzs80xc472kpjb,umc_id,2,0,1,WrappedArray(1592705951971),swoosh,Understanding the Opioid Epidemic,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,uts.col.search.MV,umc_id,3,0,null,WrappedArray(),Shelf,Movies,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.5onz44vkr2tht3pnorqcl0jhq,umc_id,4,1,3,WrappedArray(1592705951971),swoosh,Man Made Epidemic,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.36sfbosubd1t49npqkvmvp6p8,umc_id,5,2,3,WrappedArray(1592705951971),swoosh,Common Creed:The Epidemic,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.8ibhzmppigi8zseuvihzvmja,umc_id,6,3,3,WrappedArray(1592705951971),swoosh,Epidemic of Knowledge,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.adrise.tubitv|com.apple.Music|com.apple.tv","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","play","","Apple TV App","1","405952270","umc.cmc.3g1mczg6brq5iifcrw6jyfzgh","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Disney+|FOX NOW|PBS Video|ABC|NBC|Comedy Central|CNN|The CW|Prime Video|Music","Apple TV+","Episode","","","","","","","2020-02-23T23:52:35.511Z","click","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,edt.col.5dc30a26-0dbd-4def-9f0f-a1dd8388ca51,umc_id,1,4,null,WrappedArray(),Shelf,Disney+ Is Here,null,edt.shelf.5dcaf51c-a1f4-4127-881a-3034d8a5dc78,null,Brick2,null,tahoma_watchnow,null,null,null,null,null,null]|[navigate,null,null,null,EditorialItem,null,null,edt.item.5da78a87-80dc-45aa-bbf4-e65e3c0880d3,umc_id,2,0,1,WrappedArray(1574043281556),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,EditorialItem,null,null,edt.item.5da77112-8696-41fb-8eec-9fe8dfb4addd,umc_id,3,1,1,WrappedArray(1574043281556),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,EditorialItem,null,null,edt.item.5d9436ce-3330-476e-a33e-d4c5ed049150,umc_id,4,2,1,WrappedArray(1574043281556),brick2,null,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,edt.col.5d0d21b0-5165-4872-b797-3008bd1b817a,umc_id,5,5,null,WrappedArray(),Shelf,Free Series Premieres,null,edt.shelf.5d0d73bd-7cef-4396-8536-4d67cb970d3a,null,Lockup,null,tahoma_watchnow,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.1ogyy5s2agasxa5qztabrlykn,umc_id,6,0,5,WrappedArray(1574043281556),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.6wsi780sz5tdbqcf11k76mkp7,umc_id,7,1,5,WrappedArray(1574043281556),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.2elmy9b65zeh866jyq4yfiuwd,umc_id,8,2,5,WrappedArray(1574043281556),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Show,null,null,umc.cmc.2sah7usb5cgqyoruf9j0zun2y,umc_id,9,3,5,WrappedArray(1574043281556),swoosh,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.TVWatchList","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:33.790Z","page","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","edt.cvs.5c3786c3-3593-465b-83ba-ae6a4d33b199","WatchNow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:32.522Z","enter","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","","","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","garbage","420","launch","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:30.121Z","exit","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","Download","","Apple TV App","1.0","405952270","BannerButton_Download","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Prime Video|Tubi TV","","","","","","","","","2020-02-23T23:52:25.044Z","click","","","Apple","iPhone","iPhone XS","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,uts.col.search.MV,umc_id,1,0,null,WrappedArray(),Shelf,Movies,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.4uf6btfemm4ujjcsfzlv356xi,umc_id,2,1,1,WrappedArray(1592718636786),swoosh,Virus,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.3b7gbshkjo28uw1rrhjnk8l1v,umc_id,3,2,1,WrappedArray(1592718636786),swoosh,Virus,null,null,null,null,null,null,null,null,null,null,null,null]|[navigate,null,null,null,Movie,null,null,umc.cmc.k0p5crquxjtg0hrrb2yk7sot,umc_id,4,0,1,WrappedArray(1592718636786),swoosh,Virus,null,null,null,null,null,null,null,null,null,null,null,null]","130.207.218.0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.adrise.tubitv|com.apple.Music|com.apple.tv","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","Download","","Apple TV App","1.0","405952270","BannerButton_Download","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","","","","","","","","","","2020-02-23T23:52:25.044Z","click","","","Apple","iPhone","iPhone XS","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,episodeShelf,umc_id,1,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.9lurme2pu4stlj61qf6wul4k,umc_id,2,3,1,WrappedArray(1590121850808),lockup,That Woman,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,trailers,umc_id,3,2,null,WrappedArray(),Shelf,Trailers,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,null,null,1478195567;63395138;Preview,umc.cmr.atvp.vc.31555v8zxk20l0kytyx37vyk5,umc_id,4,0,3,WrappedArray(1590121850808),trailer,,null,null,null,null,null,null,null,null,null,null,null,null]","130.207.218.0","","","WiFi","","en-US","13.3.1","","false","iOS","Grace","","","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.Music|com.apple.tv","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:52:13.124Z","enter","","","Apple","iPhone","iPhone XS","ATLANTA","US","33.7486","-84.3884","","","GA","","130.207.218.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:30:39.537Z","impressions","","","Apple","iPhone","iPhone XS","ATLANTA","US","33.7486","-84.3884","","","GA","[null,null,null,null,null,null,null,episodeShelf,umc_id,1,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,2,5,1,WrappedArray(1582500620884),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","130.207.218.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:30:38.326Z","exit","","","Apple","iPhone","iPhone XS","ATLANTA","US","33.7486","-84.3884","","","GA","","130.207.218.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1.0","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:30:12.097Z","enter","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","taskSwitch","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
"","","","Apple TV App","1","405952270","","Mur8gxyhM4rM_cpnmDcak_JRLj1LiKHYA9tZBQctzZ8","","Hulu|Showtime Anytime|FXNOW|TNT|TBS|ESPN|HBO GO","","","","","","","","","2020-02-23T23:27:22.439Z","impressions","","","Apple","iPhone","iPhone XS","SALTLAKECITY","US","40.7566","-111.8992","qwest","","UT","[null,null,null,null,null,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,1,0,null,WrappedArray(),ProductBanner,null,null,null,null,null,null,null,null,null,null,null,null,null]|[Play,null,tvs.sbd.4000,null,Show,Subscription,VHRQT0560106,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,2,2,1,WrappedArray(1582500440585),BannerButton,null,null,null,null,null,null,null,null,null,umc.cmr.atvp.ep.152ewhddozyfs42fz2tlzc5q,null,null,null]|[null,null,null,null,null,null,null,trailers,umc_id,3,2,null,WrappedArray(),Shelf,Trailers,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,null,null,1492536341;63844559;Preview,umc.cmr.atvp.vc.4b9f962w3tpq12j73nlesbbyi,umc_id,4,0,3,WrappedArray(1582500440585),trailer,,null,null,null,null,null,null,null,null,null,null,null,null]|[null,null,null,null,null,null,null,episodeShelf,umc_id,5,1,null,WrappedArray(),episodeShelf,null,null,null,null,null,null,null,null,null,null,null,null,null]|[play,null,null,null,Episode,null,null,umc.cmc.3g1mczg6brq5iifcrw6jyfzgh,umc_id,6,5,5,WrappedArray(1582500440585),lockup,null,null,null,null,null,null,null,null,null,null,null,null,null]","65.126.127.0","","","WiFi","Prime Video|Music","en-US|el-US|ru-RU","13.3.1","","false","iOS","Grace","","umc.cmc.1nfdfd5zlk05fo1bwwetzldy3","TVShow","","","812","3.0","375","","","","United States","com.amazon.aiv.AIVApp|com.apple.Music|com.disney.disneyplus|com.espn.ScoreCenter|com.fxnetworks.ios.FXNOW|com.hbo.hbogo|com.hulu.plus|com.showtime.showtimeanytime|com.turner.TNT","com.apple.tv|com.espn.fantasyFootball|com.netflix.Netflix|com.turner.TBS","watchnow","420","","","","","5da1f174-58a8-4aba-89c0-c89ec2e79eaa_3_1582500401343","","","812","375"
